angle, fsin, fcos, sin, cos, dsin, dcos
257.6, -0.9766722783341679, -0.21473532716706323, -0.9766722783341679, -0.21473532716706323, 0, 0/n
257.61, -0.9767097418432023, -0.21456486242762376, -0.9767097418432023, -0.21456486242762376, 0, 0/n
257.62, -0.9767471755999566, -0.21439439115216483, -0.9767471755999566, -0.21439439115216483, 0, 0/n
257.63, -0.9767845796032907, -0.21422391334587929, -0.9767845796032907, -0.21422391334587929, 0, 0/n
257.64, -0.9768219538520648, -0.21405342901396016, -0.9768219538520648, -0.21405342901396016, 0, 0/n
257.65, -0.9768592983451408, -0.21388293816160076, -0.9768592983451408, -0.21388293816160076, 0, 0/n
257.66, -0.9768966130813812, -0.21371244079399362, -0.9768966130813812, -0.21371244079399362, 0, 0/n
257.67, -0.9769338980596487, -0.213541936916335, -0.9769338980596487, -0.213541936916335, 0, 0/n
257.68, -0.9769711532788081, -0.21337142653381616, -0.9769711532788081, -0.21337142653381616, 0, 0/n
257.69, -0.9770083787377244, -0.21320090965163196, -0.9770083787377244, -0.21320090965163196, 0, 0/n
257.7, -0.9770455744352636, -0.21303038627497672, -0.9770455744352636, -0.21303038627497672, 0, 0/n
257.71, -0.9770827403702927, -0.2128598564090448, -0.9770827403702927, -0.2128598564090448, 0, 0/n
257.72, -0.9771198765416798, -0.21268932005903005, -0.9771198765416798, -0.21268932005903005, 0, 0/n
257.73, -0.9771569829482929, -0.21251877723012982, -0.9771569829482929, -0.21251877723012982, 0, 0/n
257.74, -0.9771940595890025, -0.2123482279275366, -0.9771940595890025, -0.2123482279275366, 0, 0/n
257.75, -0.9772311064626789, -0.21217767215644648, -0.9772311064626789, -0.21217767215644648, 0, 0/n
257.76, -0.9772681235681934, -0.21200710992205485, -0.9772681235681934, -0.21200710992205485, 0, 0/n
257.77, -0.9773051109044186, -0.21183654122955736, -0.9773051109044186, -0.21183654122955736, 0, 0/n
257.78, -0.9773420684702281, -0.21166596608414898, -0.9773420684702279, -0.21166596608414984, -0.0000000000000002220446049250313, 0.0000000000000008604228440844963/n
257.79, -0.9773789962644954, -0.2114953844910274, -0.9773789962644954, -0.2114953844910274, 0, 0/n
257.8, -0.9774158942860959, -0.2113247964553889, -0.9774158942860959, -0.2113247964553889, 0, 0/n
257.81, -0.9774527625339058, -0.21115420198242812, -0.9774527625339058, -0.21115420198242812, 0, 0/n
257.82, -0.9774896010068019, -0.21098360107734254, -0.9774896010068019, -0.21098360107734254, 0, 0/n
257.83, -0.9775264097036621, -0.21081299374532894, -0.9775264097036621, -0.21081299374532894, 0, 0/n
257.84, -0.9775631886233653, -0.2106423799915835, -0.9775631886233651, -0.21064237999158436, -0.0000000000000002220446049250313, 0.0000000000000008604228440844963/n
257.85, -0.9775999377647908, -0.2104717598213051, -0.9775999377647908, -0.2104717598213051, 0, 0/n
